key,sku,unitPrice,name
rural|post|TLPOST|2 Rail|Night|2||line,TLPOST-127 Night M-2R-2.0m-L,44.11,Timberline Post 127x127mm Night Mist L 2R @ 2.0m
rural|post|TLPOST|2 Rail|NightM|2||corner,TLPOST-127 NightM-2R-2.0m-C,44.11,Timberline Post 127x127mm Night Mist C 2R @ 2.0m
rural|post|TLPOST||NightMist|2||blank,TLPOST-127mm-NightMist-2.00m-B,44.11,Timberline Post 127x127mm Night Mist B @ 2.0m
rural|post|TLPOST||WGPine|2||blank,TLPOST-127mm-WGPine-2m-B,66.34,Timberline Post 127x127mm WGPine B @ 2.0m
rural|post|TLPOST|4 Rail|WGPine|2||line,TLPOST-127 WGPine-4R-2.0m-L,44.11,Timberline Post 127x127mm WGPine L 4R @ 2.0m
rural|post|TLPOST|4 Rail|WGPine|2||end,TLPOST-127 WGPine-4R-2.0m-E,44.11,Timberline Post 127x127mm WGPine E 4R @ 2.0m
rural|post|TLPOST|2 Rail|NightM|2||end,TLPOST-127 NightM-2R-2.0m-E,44.11,Timberline Post 127x127mm Night Mist E 2R @ 2.0m
rural|post|TLPOST|4 Rail|NightM|2||end,TLPOST-127 NightM-4R-2.0m-E,44.11,Timberline Post 127x127mm Night Mist E 3R @ 2.0m
rural|post|TLPOST|4 Rail|Night|2||line,TLPOST-127 Night M-4R-2.0m-L,44.11,Timberline Post 127x127mm Night Mist L 3R @ 2.0m
rural|post|TLPOST|2 Rail|white|2||corner,TLPOST-127 White-2R-2.0m-C,39.83,Timberline Post 127x127mm White C 2R @ 2.0m
rural|post|TLPOST|1 Rail|white|||blank,TLPOST-127mm-White-1R-2.0mC,49.22,Timberline Post 127x127mm White C 1R @ 2.0m
rural|post|TLPOST|4 Rail|GreyR|2||line,TLPOST-127 GreyR-4R-2.0m-L,44.11,Timberline Post 127x127mm GreyRidge L 4R @ 2.0m
rural|post|TLPOST|4 Rail|GreyR|2||end,TLPOST-127 GreyR-4R-2.0m-E,44.11,Timberline Post 127x127mm GreyRidge E 4R @ 2.0m
rural|post|TLPOST|2 Rail|WGPine|2||end,TLPOST-127 WGPine-2R-2.0m-E,44.11,Timberline Post 127x127mm WGPine E 2R @ 2.0m
rural|post|TLPOST|2 Rail|WGPine|2||line,TLPOST-127 WGPine -2R-2.0m-L,44.11,Timberline Post 127x127mm WGPine L 2R @ 2.0m
rural|post|TLPOST|2 Rail|WGRedGum|2||corner,TLPOST-127 WGRedGum-2R-2.0m-C,44.11,Timberline Post 127x127mm WGRedGum C 2R @ 2.0m
rural|post|TLPOST|3 Rail|GreyR|2||corner,TLPOST-127 GreyR-3R-2.0m-C,44.11,Timberline Post 127x127mm GreyRidge C 3R @ 2.0m
rural|post|TLPOST|3 Rail|GreyR|2||line,TLPOST-127 GreyR-3R-2.0m-L,44.11,Timberline Post 127x127mm GreyRidge L 3R @ 2.0m
rural|post|TLPOST|3 Rail|GreyR|2||end,TLPOST-127 GreyR-3R-2.0m-E,44.11,Timberline Post 127x127mm GreyRidge E 3R @ 2.0m
rural|post|TLPOST|3 Rail|Delux|2||line,TLPOST-127 Delux-3R-2.0m-L,44.11,Timberline Post 127x127mm Delux L 3R @ 2.0m
rural|post|TLPOST|3 Rail|Delux|2||end,TLPOST-127 Delux-3R-2.0m-E,44.11,Timberline Post 127x127mm Delux E 3R @ 2.0m
rural|gate|TLGATE|4 Rail||4.7|4.7||double,TLGATE-4R-Double-4.7m,2315.95,Timberline 4 Rail Double Gate @ 4700mm Wide
rural|gate|TLGATE|3 Rail||1.5|1.5||single,TLGATE-3R-Single-1.5m,923.59,Timberline 3 Rail Single Gate @ 1500mm Wide
rural|gate|TLGATE|3 Rail||2.35|2.35||single,TLGATE-3R-Single-2.35m,996.57,Timberline 3 Rail Single Gate @ 2350mm Wide
rural|gate|TLGATE|Crossbuck||4.7|4.7||double,TLGATE-Crossbuck-Double-4.7m,2647.3,Timberline Crossbuck Double Gate @ 4700mm Wide
rural|gate|TLGATE|3 Rail||4|4||double,TLGATE-3R-Double-4.0m,1920.19,Timberline 3 Rail Double Gate @ 4000mm Wide
rural|gate|TLGATE|Caviar||4|4||double,TLGATE-Caviar-Double-4.0m,2141.88,Timberline Caviar Double Gate @ 4000mm Wide
rural|gate|TLGATE|Caviar||3|3||double,TLGATE-Caviar-Double-3.0m,1921.6,Timberline Caviar Double Gate @ 3000mm Wide
rural|gate|TLGATE|Crossbuck||4|4||double,TLGATE-Crossbuck-Double-4.0m,2458.74,Timberline Crossbuck Double Gate @ 4000mm Wide
rural|gate|TLGATE|Mesh||1.2|1.2||single,TLGATE-Mesh-SIngle-1.2m,1155.85,Timberline Mesh Single Gate @ 1200mm Wide
rural|gate|TLGATE|Mesh||1.5|1.5||single,TLGATE-Mesh-Single-1.5m,1282.53,Timberline Mesh Single Gate @ 1500mm Wide
rural|gate|TLGATE|Crossbuck||1.2|1.2||single,TLGATE-Crossbuck-Single-1.2m,1005.09,Timberline Crossbuck Single Gate @ 1200mm Wide
rural|gate|TLGATE|Mesh||4|4||double,TLGATE-Mesh-Double-4.0m,2627.57,Timberline Mesh Double Gate @ 4000mm Wide
rural|gate|TLGATE|2 Rail||2.4|2.4||double,TLGATE-2R-Double-2.4m,1482.54,Timberline 2 Rail Double Gate @ 2400mm Wide
rural|gate|TLGATE|2 Rail||4.7|4.7||double,TLGATE-2R-Double-4.7m,1967.84,Timberline 2 Rail Double Gate @ 4700mm Wide
rural|gate|TLGATE|1 Rail||2.4|2.4||double,TLGATE-1R-Double-2.4m,1413.42,Timberline 1 Rail Double Gate @ 2400mm Wide
rural|gate|TLGATE|3 Rail||4.7|4.7||double,TLGATE-3R-Double-4.7m,2066.14,Timberline 3 Rail Double Gate @ 4700mm Wide
rural|gate|TLGATE|Mesh||4.7|4.7||double,TLGATE-Mesh-Double-4.7m,2211.0,Timberline Mesh Double Gate @ 4700mm Wide
rural|gate|TLGATE|4 Rail||4|4||double,TLGATE-4R-Double-4.0m,2151.98,Timberline 4 Rail Double Gate @ 4000mm Wide
rural|gate|TLGATE||||||sliding,TLGATE-Sliding-4.6/5.0,4180.91,Timberline 4.6-5.0m Sliding Gate
rural|gate|TLGATE|3 Rail||2.4|2.4||double,TLGATE-3R-Double-2.4m,1664.18,Timberline 3 Rail Double Gate @ 2400mm Wide
rural|gate|TLGATE|Mesh||2.35|2.35||single,TLGATE-Mesh-Single-2.35m,957.0,Timberline Mesh Single Gate @ 2350mm Wide
rural|gate|TLGATE|2 Rail||1.5|1.5||single,TLGATE-2R-Single-1.5m,938.83,Timberline 2 Rail Single Gate @ 1500mm Wide
rural|gate|TLGATE|2 Rail||4|4||double,TLGATE-2R-Double-4.0m,1957.22,Timberline 2 Rail Double Gate @ 4000mm Wide
rural|gate|TLGATE|Mesh||3|3||double,TLGATE-Mesh-Double-3.0m,2540.43,Timberline Mesh Double Gate @ 3000mm Wide
rural|gate|TLGATE|3 Rail||1.2|1.2||single,TLGATE-3R-Single-1.2m,890.64,Timberline 3 Rail Single Gate @ 1200mm Wide
rural|gate|TLGATE||||||sliding,TLGATE-Sliding-Prem-3.6/4.0,4000.84,Timberline 3.6-4.0m Premium Sliding Gate
rural|gate|TLGATE|2 Rail||2.35|2.35||single,TLGATE-2R-Single-2.35m,1013.02,Timberline 2 Rail Single Gate @ 2350mm Wide
rural|gate|TLGATE||||||sliding,TLGATE-Sliding-5.6/6.5,4992.09,Timberline 5.6-6.5m Sliding Gate
rural|gate|TLGATE|4 Rail||1.2|1.2||single,TLGATE-4R-Single-1.2m,935.17,Timberline 4 Rail Single Gate @ 1200mm Wide
rural|gate|TLGATE|2 Rail||1.2|1.2||single,TLGATE-2R-Single-1.2m,846.1,Timberline 2 Rail Single Gate @ 1000mm Wide
rural|gate|TLGATE|3 Rail||3|3||double,TLGATE-3R-Double-3.0m,1859.4,Timberline 3 Rail Double Gate @ 3000mm Wide
rural|gate|TLGATE|Crossbuck||2.35|2.35||single,TLGATE-Crossbuck-Single-2.35m,1287.61,Timberline Crossbuck Single Gate @ 2350mm Wide
rural|gate|TLGATE||||||sliding,TLGATE-Sliding-4.1/4.5,3900.34,Timberline 4.1-4.5m Sliding Gate
rural|gate|TLGATE|3 Rail||0.9|0.9||single,TLGATE-3R-Single-0.9m,793.04,Timberline 3 Rail Single Gate @ 900mm Wide
rural|gate|TLGATE||||||sliding,TLGATE-Sliding-3.6/4.0,3494.76,Timberline 3.6-4.0m Sliding Gate
rural|gate|TLGATE|4 Rail||2.4|2.4||double,TLGate-4R-Double-2.4m,1742.05,Timberline 4 Rail Double Gate @ 2400mm Wide
rural|gate|TLGATE|4 Rail||0.9|0.9||single,TLGATE-4R-Single-0.9m,832.7,Timberline 4 Rail Single Gate @ 900mm Wide
rural|gate|TLGATE|Mesh||0.9|0.9||single,TLGATE-Mesh-Single-0.9m,1101.23,Timberline Mesh Single Gate @ 900mm Wide
rural|gate|TLGATE|Crossbuck||0.9|0.9||single,TLGATE-Crossbuck-Single-0.9m,909.45,Timberline Crossbuck Single Gate @ 900mm Wide
rural|gate|TLGATE|Crossbuck||3|3||double,TLGATE-Crossbuck-Double-3.0m,2223.03,Timberline Crossbuck Double Gate @ 3000mm Wide
rural|gate|TLGATE|Mesh||2.4|2.4||double,TLGATE-Mesh-Double-2.4m,2269.34,Timberline Mesh Double Gate @ 2400mm Wide
rural|gate|TLGATE|4 Rail||3|3||double,TLGATE-4R-Double-3.0m,1947.03,Timberline 4 Rail Double Gate @ 3.2m Wide
rural|gate|TLGATE|4 Rail||1.5|1.5||single,TLGATE-4R-Single-1.5m,1037.65,Timberline 4 Rail Single Gate @ 2000mm Wide
rural|gate|TLGATE||||||sliding,TLGATE-Sliding-3.1/3.5,3089.15,Timberline 3.1-3.5m Sliding Gate
rural|gate|TLGATE||||||sliding,TLGATE-Sliding-5.1/5.5,4586.5,Timberline 5.1-5.5m Sliding Gate
rural|gate|TLGATE|2 Rail||3|3||double,TLGATE-2R-Double-3.0m,1771.78,Timberline 2 Rail Double Gate @ 3500mm Wide
residential|gate|Unmapped|||1.2|4||double,Gate-Picket-Double-1.2H-4.0W,1550.62,4.0m Picket Double Gate @ 1.2m Above Ground
residential|gate|Unmapped|||1.6|4.7||double,Gate-Picket-Double-1.6H-4.7W,1652.67,4.7m Picket Double Gate @ 1.6m Above Ground
residential|gate|Unmapped|||1.2|0.9||single,Gate-Picket-Single-1.2H-0.9W,544.35,0.9m Picket Single Gate @ 1.2m Above Ground
residential|gate|Unmapped|||0.9|0.9||single,Gate-Picket-Single-0.9H-0.9W,520.83,0.9m Picket Single Gate @ 0.9m Above Ground
residential|gate|Unmapped|||1.4|1.5||single,Gate-Picket-Single-1.4H-1.5W,798.02,1.5m Picket Single Gate @ 1.4m Above Ground
residential|gate|Unmapped|||1.2|4.7||double,Gate-Picket-Double-1.2H-4.7W,1449.18,4.7m Picket Double Gate @ 1.2m Above Ground
residential|gate|Unmapped|||1.4|4||double,Gate-Picket-Double-1.4H-4.0W,1550.93,4.0m Picket Double Gate @ 1.4m Above Ground
residential|gate|Unmapped|||0.9|2.4||double,Gate-Picket-Double-0.9H-2.4W,1141.67,2.4m Picket Double Gate @ 0.9m Above Ground
residential|gate|Unmapped|||1.4|1.2||single,Gate-Picket-Single-1.4H-1.2W,571.72,1.2m Picket Single Gate @ 1.4m Above Ground
residential|gate|Unmapped|||1.2|3||double,Gate-Picket-Double-1.2H-3.0W,1449.18,3.0m Picket Double Gate @ 1.2m Above Ground
residential|gate|Unmapped|||1.2|1.5||single,Gate-Picket-Single-1.2H-1.5W,742.05,1.5m Picket Single Gate @ 1.2m Above Ground
residential|gate|Unmapped|||1.4|0.9||single,Gate-Picket-Single-1.4H-0.9W,571.72,0.9m Picket Single Gate @ 1.4m Above Ground
residential|gate|Unmapped|||1.2|1.2||single,Gate-Picket-Single-1.2H-1.2W,544.35,1.2m Picket Single Gate @ 1.2m Above Ground
residential|gate|Unmapped|||1.8|1.2||single,Gate-Picket-Single-1.8H-1.2W,614.78,1.2m Picket Single Gate @ 1.8m Above Ground
residential|gate|Unmapped|||0.9|1.2||single,Gate-Picket-Single-0.9H-1.2W,520.83,1.2m Picket Single Gate @ 0.9m Above Ground
residential|gate|Unmapped|||1.8|0.9||single,Gate-Picket-Single-1.8H-0.9W,614.78,0.9m Picket Single Gate @ 1.8m Above Ground
residential|gate|Unmapped|||0.9|4||double,Gate-Picket-Double-0.9H-4.0W,1365.33,4.0m Picket Double Gate @ 0.9m Above Ground
residential|gate|Unmapped|||0.9|3||double,Gate-Picket-Double-0.9H-3.0W,1365.33,3.0m Picket Double Gate @ 0.9 Above Ground
residential|gate|Unmapped|||0.9|4.7||double,Gate-Picket-Double-0.9H-4.7W,1365.33,4.7m Picket Double Gate @ 0.9m Above Ground
residential|gate|Unmapped|||1.6|1.2||single,Gate-Picket-Single-1.6H-1.2W,641.03,1.2m Picket Single Gate @ 1.6m Above Ground
residential|gate|Unmapped|||1.6|3||double,Gate-Picket-Double-1.6H-3.0W,1768.36,3.0m Picket Double Gate @ 1.6m Above Ground
residential|gate|Unmapped|||1.4|3||double,Gate-Picket-Double-1.4H-3.0W,1659.5,3.0m Picket Double Gate @ 1.4m Above Ground
residential|gate|Unmapped|||1.2|2.35||single,Gate-Picket-Single-1.2H-2.35W,793.99,2.35m Picket Single Gate @ 1.2m Above Ground
residential|gate|Unmapped|||1.6|0.9||single,Gate-Picket-Single-1.6H-0.9W,641.03,Single Gate @ 1.6m Above Ground
residential|gate|Unmapped|||0.9|1.5||single,Gate-Picket-Single-0.9H-1.5W,744.63,0.9m Picket Single Gate @ 1.0m Above Ground
residential|gate|Unmapped|||1.6|4||double,Gate-Picket-Double-1.6H-4.0W,1768.36,3.2m Bellbrae Double Gate @ 1.2m Above Ground
residential|gate|Unmapped|||1.8|4||double,Gate-Picket-Double-1.8H-4.0W,1828.18,3.6m Bellbrae Double Gate @ 1.8m Above Ground
residential|gate|Unmapped|||1.4|2.4||double,Gate-Picket-Double-1.4H-2.4W,1330.52,2.4m Wren Double Gate @ 1.4m Above Ground
residential|gate|Unmapped|||1.4|4.7||double,Gate-Picket-Double-1.4H-4.7W,1659.5,4.7m Picket Double Gate @ 1.4m Above Ground
residential|gate|Unmapped|||1.8|4.7||double,Gate-Picket-Double-1.8H-4.7W,1828.18,4.7m Picket Double Gate @ 1.8m Above Ground
residential|gate|Unmapped|||1.8|2.35||single,Gate-Picket-Single-1.8H-2.35W,946.66,1.0m Commercial WrenSingle Gate @ 1.8m Above Ground
residential|gate|Unmapped|||1.4|2.35||single,Gate-Picket-Single-1.4H-2.35W,853.88,2.35m Picket Single Gate @ 1.4m Above Ground
residential|gate|Unmapped|||1.6|2.35||single,Gate-Picket-Single-1.6H-2.35W,913.76,1.9m Kookaburra Single Gate Grey ridge @ 1.6m Above Ground
residential|gate|Unmapped|||1.2|2.4||double,Gate-Picket-Double-1.2H-2.4W,1271.95,2.5m Picket Double Gate @ 1.2m Above Ground
residential|gate|Unmapped|||1.8|3||double,Gate-Picket-Double-1.8H-3.0W,1828.18,3.0m Picket Double Gate @ 1.8m Above Ground
residential|gate|Unmapped|||1.8|1.5||single,Gate-Picket-Single-1.8H-1.5W,946.66,1.75m Wren Picket Single Gate @ 1.8m Above Ground
residential|gate|Unmapped|||1.8|2.4||double,Gate-Picket-Double-1.8H-2.4W,1422.63,2696mm Wren Picket Double Gate @ 1.8m Above Ground
residential|gate|Unmapped|||1.6|1.5||single,Gate-Picket-Single-1.6H-1.5W,913.76,1.5m Picket Single Gate @ 1.6m Above Ground
residential|gate|Mystique solid|Mystique solid||1.8|3||double,Gate-Myst-Double-1.8H-3.0W,2030.31,3.0m Mystique Double Gate @ 1.8m Above Ground
residential|gate|Mystique solid|Mystique solid||1.6|4||double,Gate-Myst-Double-1.6H-4.0W,1963.2,4.0m Mystique Double Gate @ 1.6m Above Ground
residential|gate|Mystique solid|Mystique solid||2|||single,Gate-Mystique-Single-2.0H-2.35,1561.67,2.35m Mystique Single Gate @ 2.0m Above Ground
residential|gate|Mystique solid|Mystique solid||1.8|0.9||single,Gate-Mystique-Single-1.8H-0.9W,789.38,0.9m Mystique Single Gate @ 1.8m Above Ground
residential|gate|Unmapped|||1.8|||sliding,Gate-Myst-Sliding-1.8H-3.0,3315.84,3.0m or Less Myst Sliding Gate @ 1.8m Above Ground
residential|gate|Mystique solid|Mystique solid||1.4|4||double,Gate-Myst-Double-1.4H-4.0W,1841.13,4.0m Mystique Double Gate @ 1.4m Above Ground
residential|gate|Mystique solid|Mystique solid||2.1|1.5||single,Gate-Mystique-Single-2.1H-1.5W,1167.82,1.5m Mystique Single Gate @ 2.1m Above Ground
residential|gate|Mystique solid|Mystique solid||1.8|2.4||double,Gate-Myst-Double-1.8H-2.4W,1685.76,2.4m Mystique Double Gate @ 1.8m Above Ground
residential|gate|Mystique solid|Mystique solid||1.6|1.2||single,Gate-Mystique-Single-1.6H-1.2W,718.92,1.2m Mystique Single Gate @ 1.6m Above Ground
residential|gate|Mystique solid|Mystique solid||1.8|||sliding,Gate-Myst-Sliding-1.8H-5.6/6.5,6631.68,5.6-6.5m Mystique Sliding Gate @ 1.8m Above Ground
residential|gate|Mystique solid|Mystique solid||1.6|3||double,Gate-Myst-Double-1.6H-3.0W,1963.2,3.0m Mystique Double Gate @ 1.6m Above Ground
residential|gate|Mystique solid|Mystique solid||1.8|1.5||single,Gate-Mystique-Single-1.8H-1.5W,965.16,1.5m Mystique Single Gate @ 1.8m Above Ground
residential|gate|Mystique solid|Mystique solid||1.8|1.2||single,Gate-Mystique-Single-1.8H-1.2W,737.74,1.2m Mystique Single Gate @ 1.8m Above Ground
residential|gate|Mystique solid|Mystique solid||1.6|4.7||double,Gate-Myst-Double-1.6H-4.7W,1963.2,4.7m Mystique Double Gate @ 1.6m Above Ground
residential|gate|Mystique solid|Mystique solid||1.6|0.9||single,Gate-Mystique-Single-1.6H-0.9W,718.92,0.9m Mystique Single Gate @ 1.6m Above Ground
residential|gate|Mystique solid|Mystique solid||1.6|1.5||single,Gate-Mystique-Single-1.6H-1.5W,931.61,1.5m Mystique Single Gate @ 1.6m Above Ground
residential|gate|Mystique solid|Mystique solid||1.8|4||double,Gate-Myst-Double-1.8H-4.0W,2030.31,4.0m Mystique Double Gate @ 1.8m Above Ground
residential|gate|Mystique solid|Mystique solid||2.1|1.2||single,Gate-Mystique-Single-2.1H-1.2W,,1.2m Mystique Single Gate @ 2.1m Above Ground
residential|gate|Mystique solid|Mystique solid||2|||sliding,Gate-Myst-Sliding-2.0H-3.1/3.5,3868.48,3.1-3.5m Mystique Sliding Gate @ 2.0m Above Ground
residential|gate|Mystique solid|Mystique solid||2|1.2||single,Gate-Mystique-Single-2.0H-1.2W,811.51,1.2m Mystique Single Gate @ 2.0m Above Ground
residential|gate|Mystique solid|Mystique solid||1.2|1.2||single,Gate-Mystique-Single-1.2H-1.2W,653.24,1.2m Mystique Single Gate @ 1.2m Above Ground
residential|gate|Mystique solid|Mystique solid||1.8|||sliding,Gate-Myst-Sliding-1.8H-4.1/4.5,4973.76,4.1-4.5m Mystique Sliding Gate @ 1.8m Above Ground
residential|gate|Mystique solid|Mystique solid||1.4|3||double,Gate-Myst-Double-1.4H-3.0W,1970.01,3.0m Mystique Double Gate @ 1.4m Above Ground
residential|gate|Mystique solid|Mystique solid||1.4|0.9||single,Gate-Mystique-Single-1.4H-0.9W,686.09,0.9m Mystique Single Gate @ 1.4m Above Ground
residential|gate|Mystique solid|Mystique solid||2|||sliding,Gate-Myst-Sliding-2.0H-5.1/5.5,6079.04,5.1-5.5m Mystique Sliding Gate @ 2.0m Above Ground
residential|gate|Mystique solid|Mystique solid||2|4.7||double,Gate-Myst-Double-2.0H-4.7W,2223.34,4.7m Mystique Double Gate @ 2.0m Above Ground
residential|gate|Mystique solid|Mystique solid||2|0.9||single,Gate-Mystique-Single-2.0H-0.9W,811.51,0.9m Mystique Single Gate @ 2.0m Above Ground
residential|gate|Mystique solid|Mystique solid||1.8|||sliding,Gate-Myst-Sliding-1.8H-3.6/4.0,4421.12,3.6-4.0m Mystique Sliding Gate @ 1.8m Above ground
residential|gate|Mystique solid|Mystique solid||1.6|2.4||double,Gate-Myst-Double-1.6H-2.4W,1537.83,2.4m Mystique Double Gate @ 1.6m Above Ground
residential|gate|Mystique solid|Mystique solid||1.2|||single,Gate-Mystique-Single-1.2H-2.35,809.5,2.35m Mystique Single Gate @ 1.2m Above Ground
residential|gate|Mystique solid|Mystique solid||1.6|||sliding,Gate-Myst-Sliding-1.6H-3.1/3.5,4139.27,3.1-3.5m Mystique Sliding Gate @ 1.6m Above Ground
residential|gate|Mystique solid|Mystique solid||1.2|4||double,Gate-Myst-Double-1.2H-4.0W,1839.37,4.0m Mystique Double Gate @ 1.2m Above Ground
residential|gate|Mystique solid|Mystique solid||1.2|0.9||single,Gate-Mystique-Single-1.2H-0.9W,698.97,0.9m Mystique Single Gate @ 1.2m Above Ground
residential|gate|Mystique solid|Mystique solid||2.1|||sliding,Gate-Myst-Sliding-2.1H-5.6/6.5,7095.9,5.6-6.5m Mystique Sliding Gate @ 2.1m Above Ground
residential|gate|Mystique solid|Mystique solid||2.1|0.9||single,Gate-Mystique-Single-2.1H-0.9W,955.15,0.9m Mystique Single Gate @ 2.1m Above Ground
residential|gate|Mystique solid|Mystique solid||1.8|||single,Gate-Mystique-Single-1.8H-2.35,1032.72,2.35m Mystique Single Gate @ 1.8m Above Ground
residential|gate|Mystique solid|Mystique solid||1.2|3||double,Gate-Myst-Double-1.2H-3.0W,1839.37,3.0m Mystique Double Gate @ 1.2m Above Ground
residential|gate|Mystique solid|Mystique solid||2.1|2.4||double,Gate-Myst-Double-2.1H-2.4W,2017.29,1.88m Mystique Double Gate @ 1.8m Above Ground
residential|gate|Mystique solid|Mystique solid||1.8|||sliding,Gate-Myst-Sliding-1.8H-3.1/3.5,4139.27,3.1-3.5m Mystique Lattice Sliding Gate @ 1.8m Above Ground
residential|gate|Mystique solid|Mystique solid||2|4||double,Gate-Myst-Double-2.0H-4.0W,2378.97,4.0m Mystique Solid Double Gate @ 1.8m Above Ground
residential|gate|Mystique solid|Mystique solid||1.6|||single,Gate-Mystique-Single-1.6H-2.35,996.82,2.35m Mystique Single Gate @ 1.6m Above Ground
residential|gate|Mystique solid|Mystique solid||1.2|1.5||single,Gate-Mystique-Single-1.2H-1.5W,866.17,1.3m Mystique Single Gate @ 1.4m Above Ground
residential|gate|Mystique solid|Mystique solid||1.4|1.2||single,Gate-Mystique-Single-1.4H-1.2W,734.12,1.2m Mystique Lattice Single Gate @ 1.4m Above Ground
residential|gate|Mystique solid|Mystique solid||1.8|||sliding,Gate-Myst-Sliding-1.8H-5.1/5.5,6504.57,5.1m Mystique Sliding Gate @ 1.8m Above Ground
residential|gate|Mystique solid|Mystique solid||1.2|2.4||double,Gate-Myst-Double-1.2H-2.4W,1685.76,2.4m Mystique Double Gate @ 1.2m Above Ground
residential|gate|Mystique solid|Mystique solid||2|3||double,Gate-Myst-Double-2.0H-3.0W,2378.97,2.7m Mystique Double Gate @ 1.8m Above Ground
residential|gate|Mystique solid|Mystique solid||1.8|||sliding,Gate-Myst-Sliding-1.8H-4.6/5.0,4095.0,4.8m Mystique with Lattice Sliding Gate @ 1.8m Above Ground
residential|gate|Mystique solid|Mystique solid||1.4|||sliding,Gate-Myst-Sliding-1.4H-3.1/3.5,4139.27,3.1-3.5m Mystique Sliding Gate @ 1.4m Above Ground
residential|gate|Mystique solid|Mystique solid||1.8|4.7||double,Gate-Myst-Double-1.8H-4.7W,2172.43,4.7m Mystique Double Gate @ 1.8m Above Ground
residential|gate|Mystique solid|Mystique solid||1.4|||single,Gate-Mystique-Single-1.4H-2.35,931.5,1.8m Mystique Lattice Single Gate @ 1.4m Above Ground
residential|gate|Mystique solid|Mystique solid||2.1|4||double,Gate-Myst-Double-2.1H-4.0W,2607.14,4.0m Mystique Double Gate @ 2.1m Above Ground
residential|gate|Mystique solid|Mystique solid||2|2.4||double,Gate-Myst-Double-2.0H-2.4W,1843.64,2.4m Mystique Double Gate @ 2.0m Above Ground
residential|gate|Mystique solid|Mystique solid||2.1|3||double,Gate-Myst-Double-2.1H-3.0W,2606.19,3.0m Mystique Double Gate @ 2.1m Above Ground
residential|gate|Mystique solid|Mystique solid||1.2|||sliding,Gate-Myst-Sliding-1.2H-5.1/5.5,5420.48,5m Mystique Lattice Sliding Gate @ 1.2m Above Ground
residential|gate|Mystique solid|Mystique solid||2|||sliding,Gate-Myst-Sliding-2.0H-3.6/4.0,4730.6,4.0m Mystique Sliding Gate @ 2.0m Above Ground
residential|gate|Unmapped|||1.2|||sliding,Gate-Myst-Sliding-1.2H-3.0,2924.44,3.0m or Less Myst Sliding Gate @ 1.2m Above Ground
residential|gate|Mystique solid|Mystique solid||1.4|||sliding,Gate-Myst-Sliding-1.4H-5.6/6.5,7095.9,6m Mystique with lattice Sliding Gate @ 1.5m Above Ground
